x	Y	View
97	232	RF
97	187	RF
89	209	RF
90	182	RF
97	170	RF
89	213	RF
89	179	RF
96	174	RF
98	211	RF
96	194	RF
97	173	RF
94	229	RF
94	161	RF
96	178	RF
96	178	RF
90	196	RF
98	226	RF
96	176	RF
98	165	RF
94	185	RF
97	212	RF
89	197	RF
89	197	RF
96	217	RF
89	209	RF
96	266	RF
92	196	RF
89	188	RF
97	188	RF
90	225	RF
91	204	RF
94	224	RF
93	179	RF
95	193	RF
92	159	RF
97	248	RF
95	209	RF
91	242	RF
88	211	RF
92	184	RF
88	182	RF
91	208	RF
89	192	RF
94	210	RF
95	293	RF
98	291	RF
94	189	RF
94	215	RF
96	233	RF
93	207	RF
96	174	RF
95	191	RF
93	213	RF
94	207	RF
89	201	RF
91	192	RF
93	204	RF
94	189	RF
88	190	RF
95	184	RF
93	193	RF
89	208	RF
97	203	RF
89	228	RF
98	188	RF
95	207	RF
96	215	RF
97	198	RF
93	205	RF
95	224	RF
94	242	RF
90	197	RF
94	196	RF
97	213	RF
96	221	RF
92	195	RF
94	170	RF
95	240	RF
97	184	RF
96	211	RF
95	203	RF
97	279	RF
93	243	RF
92	209	RF
91	210	RF
90	309	RF
89	217	RF
90	211	RF
90	172	RF
90	292	RF
93	181	RF
90	218	RF
89	202	RF
95	204	RF
90	199	RF
94	241	RF
90	188	RF
90	174	RF
91	198	RF
92	187	RF
94	178	RF
91	172	RF
96	180	RF
94	184	RF
94	239	RF
94	205	RF
98	185	RF
89	249	RF
96	266	RF
90	214	RF
93	243	RF
95	180	RF
90	181	RF
93	203	RF
94	209	RF
98	176	RF
89	211	RF
97	212	RF
90	195	RF
90	248	RF
92	187	RF
91	193	RF
93	231	RF
98	235	RF
93	187	RF
91	211	RF
93	213	RF
94	176	RF
97	185	RF
95	205	RF
94	179	RF
95	184	RF
91	185	RF
89	179	RF
98	196	RF
89	197	RF
92	180	RF
92	197	RF
90	164	RF
97	207	RF
90	214	RF
97	178	RF
94	179	RF
97	182	RF
90	214	RF
93	208	RF
98	255	RF
94	250	RF
94	195	RF
93	224	RF
93	167	RF
92	237	RF
92	215	RF
96	191	RF
90	212	RF
95	174	RF
98	184	RF
94	205	RF
89	206	RF
92	181	RF
99	183	RF
98	229	RF
96	205	RF
96	234	RF
99	218	RF
99	227	RF
95	206	RF
96	207	RF
90	232	RF
95	195	RF
98	189	RF
97	231	RF
94	209	RF
98	177	RF
90	206	RF
92	204	RF
98	225	RF
99	194	RF
94	203	RF
96	207	RF
99	252	RF
98	178	RF
94	179	RF
96	209	RF
93	160	RF
94	175	RF
95	168	RF
92	204	RF
92	276	RF
93	190	RF
98	228	RF
94	191	RF
98	200	RF
97	217	RF
94	159	RF
97	187	RF
91	186	RF
98	191	RF
94	218	RF
95	192	RF
90	181	RF
99	164	RF
92	202	RF
96	153	RF
96	177	RF
93	205	RF
90	184	RF
99	205	RF
96	214	RF
94	227	RF
94	133	RF
98	200	RF
98	236	RF
94	213	RF
99	207	RF
91	222	RF
98	176	RF
97	192	RF
98	214	RF
97	193	RF
90	204	RF
94	170	RF
89	217	RF
92	200	RF
91	240	RF
93	267	RF
92	183	RF
96	195	RF
93	182	RF
90	209	RF
89	179	RF
93	228	RF
96	254	RF
96	187	RF
90	182	RF
98	211	RF
99	214	RF
96	190	RF
90	187	RF
92	178	RF
95	232	RF
95	111	RF
96	190	RF
94	225	RF
95	230	RF
92	204	RF
94	193	RF
94	233	RF
96	170	RF
97	205	RF
93	193	RF
92	188	RF
91	175	RF
99	286	RF
91	187	RF
99	246	RF
96	211	RF
92	168	RF
92	166	RF
99	230	RF
97	171	RF
95	192	RF
99	247	RF
95	192	RF
93	194	RF
99	182	RF
95	182	RF
92	196	RF
91	235	RF
97	172	RF
91	183	RF
90	179	RF
91	142	RF
94	181	RF
97	210	RF
90	182	RF
98	208	RF
100	192	RF
98	168	RF
98	283	RF
92	171	RF
96	233	RF
98	203	RF
99	189	RF
90	190	RF
94	180	RF
92	318	RF
97	229	RF
99	320	RF
97	206	RF
97	185	RF
92	216	RF
97	192	RF
94	190	RF
98	199	RF
97	217	RF
95	167	RF
93	171	RF
91	189	RF
100	205	RF
99	179	RF
99	217	RF
95	212	RF
91	230	RF
97	188	RF
91	182	RF
100	186	RF
92	207	RF
100	195	RF
99	184	RF
97	179	RF
96	145	RF
98	194	RF
95	207	RF
95	185	RF
99	201	RF
95	182	RF
92	241	RF
92	226	RF
92	198	RF
92	211	RF
97	214	RF
100	214	RF
99	202	RF
101	208	RF
99	210	RF
96	175	RF
98	180	RF
94	214	RF
95	232	RF
92	179	RF
100	205	RF
97	213	RF
94	212	RF
100	203	RF
93	211	RF
101	238	RF
95	183	RF
99	219	RF
92	212	RF
93	227	RF
98	192	RF
94	205	RF
98	146	RF
92	238	RF
92	216	RF
91	231	RF
95	333	RF
101	220	RF
91	226	RF
96	311	RF
97	181	RF
92	185	RF
101	269	RF
93	179	RF
93	198	RF
98	228	RF
96	219	RF
97	239	RF
91	173	RF
100	179	RF
96	233	RF
100	179	RF
93	200	RF
99	170	RF
96	171	RF
95	204	RF
101	192	RF
97	201	RF
93	177	RF
97	182	RF
96	195	RF
100	199	RF
100	210	RF
94	192	RF
96	215	RF
100	190	RF
100	220	RF
96	200	RF
101	275	RF
96	182	RF
101	211	RF
98	169	RF
99	236	RF
98	232	RF
96	228	RF
93	207	RF
98	181	RF
95	176	RF
101	216	RF
100	221	RF
101	238	RF
101	178	RF
100	217	RF
99	209	RF
100	178	RF
102	155	RF
95	207	RF
93	220	RF
97	234	RF
100	175	RF
97	206	RF
96	201	RF
99	210	RF
93	227	RF
96	208	RF
92	173	RF
98	218	RF
101	181	RF
92	211	RF
93	241	RF
98	277	RF
101	243	RF
102	193	RF
100	216	RF
98	164	RF
97	219	RF
98	255	RF
101	206	RF
94	252	RF
99	168	RF
97	230	RF
94	238	RF
97	188	RF
98	249	RF
98	167	RF
99	184	RF
97	270	RF
94	212	RF
100	209	RF
103	174	RF
94	171	RF
98	266	RF
94	193	RF
97	242	RF
97	191	RF
94	182	RF
97	158	RF
97	227	RF
94	180	RF
94	197	RF
96	183	RF
95	172	RF
99	237	RF
94	189	RF
100	226	RF
97	185	RF
95	205	RF
99	188	RF
95	196	RF
100	197	RF
96	171	RF
98	221	RF
96	231	RF
100	246	RF
96	228	RF
93	232	RF
97	160	RF
102	182	RF
96	179	RF
99	369	RF
99	187	RF
95	84	RF
96	297	RF
102	223	RF
94	224	RF
95	249	RF
98	185	RF
103	186	RF
95	246	RF
102	334	RF
99	214	RF
101	238	RF
100	238	RF
103	212	RF
97	208	RF
103	221	RF
101	195	RF
95	184	RF
103	203	RF
94	222	RF
103	327	RF
94	300	RF
102	175	RF
95	217	RF
95	196	RF
98	131	RF
96	276	RF
104	176	RF
98	203	RF
102	206	RF
96	210	RF
101	183	RF
96	230	RF
103	212	RF
105	195	RF
103	231	RF
103	222	RF
104	173	RF
102	195	RF
98	221	RF
96	217	RF
102	177	RF
100	176	RF
100	213	RF
98	231	RF
100	214	RF
97	210	RF
104	208	RF
96	199	RF
102	171	RF
102	218	RF
101	198	RF
97	220	RF
101	196	RF
96	175	RF
103	328	RF
101	235	RF
98	189	RF
106	220	RF
100	190	RF
98	229	RF
103	172	RF
98	224	RF
98	177	RF
98	232	RF
105	231	RF
97	220	RF
102	244	RF
102	179	RF
105	224	RF
100	199	RF
100	217	RF
97	205	RF
100	193	RF
100	218	RF
100	230	RF
105	182	RF
106	214	RF
96	191	RF
98	220	RF
103	250	RF
97	234	RF
107	202	RF
100	190	RF
98	264	RF
104	143	RF
99	227	RF
103	202	RF
101	210	RF
101	220	RF
103	181	RF
99	235	RF
97	190	RF
102	185	RF
99	249	RF
98	222	RF
99	181	RF
104	226	RF
104	229	RF
99	216	RF
106	209	RF
99	226	RF
107	209	RF
102	245	RF
101	189	RF
102	187	RF
106	248	RF
99	187	RF
104	211	RF
105	247	RF
102	230	RF
108	183	RF
102	233	RF
101	218	RF
105	221	RF
101	180	RF
105	205	RF
101	181	RF
101	226	RF
99	201	RF
99	194	RF
108	233	RF
107	182	RF
99	206	RF
104	245	RF
104	212	RF
106	192	RF
100	203	RF
105	309	RF
105	208	RF
99	231	RF
105	224	RF
100	283	RF
100	195	RF
102	217	RF
99	203	RF
102	285	RF
100	220	RF
106	219	RF
101	211	RF
101	200	RF
107	262	RF
107	260	RF
104	216	RF
102	224	RF
109	208	RF
107	184	RF
100	228	RF
100	201	RF
103	234	RF
109	218	RF
107	241	RF
101	120	RF
108	230	RF
108	205	RF
107	199	RF
108	232	RF
106	205	RF
107	224	RF
102	209	RF
106	209	RF
104	166	RF
108	194	RF
106	219	RF
109	187	RF
102	223	RF
108	223	RF
106	217	RF
107	213	RF
104	197	RF
109	202	RF
103	231	RF
104	191	RF
110	182	RF
111	221	RF
105	238	RF
107	222	RF
101	192	RF
106	239	RF
110	214	RF
103	190	RF
110	221	RF
102	220	RF
108	228	RF
106	248	RF
107	224	RF
104	228	RF
105	224	RF
110	228	RF
103	190	RF
103	206	RF
110	212	RF
101	186	RF
102	225	RF
109	222	RF
106	179	RF
105	193	RF
102	246	RF
106	221	RF
106	228	RF
108	209	RF
104	185	RF
104	217	RF
103	244	RF
102	256	RF
110	196	RF
104	223	RF
105	216	RF
106	205	RF
103	237	RF
103	218	RF
105	187	RF
108	234	RF
102	184	RF
107	205	RF
109	221	RF
109	204	RF
103	196	RF
107	241	RF
103	237	RF
108	214	RF
109	240	RF
108	222	RF
106	232	RF
102	229	RF
110	206	RF
109	226	RF
103	236	RF
109	243	RF
107	195	RF
108	218	RF
103	224	RF
105	209	RF
111	224	RF
111	191	RF
104	276	RF
110	205	RF
106	226	RF
111	215	RF
112	227	RF
105	203	RF
104	229	RF
109	197	RF
111	208	RF
111	231	RF
105	206	RF
107	232	RF
111	250	RF
111	220	RF
107	206	RF
107	223	RF
104	224	RF
107	249	RF
106	314	RF
110	222	RF
105	234	RF
106	224	RF
112	213	RF
107	222	RF
106	189	RF
106	221	RF
113	179	RF
109	217	RF
114	182	RF
113	330	RF
108	216	RF
108	197	RF
113	240	RF
104	173	RF
109	235	RF
107	205	RF
112	206	RF
109	231	RF
112	237	RF
113	211	RF
110	186	RF
104	244	RF
110	219	RF
110	218	RF
114	198	RF
112	236	RF
107	210	RF
106	218	RF
107	214	RF
111	236	RF
111	227	RF
110	212	RF
114	227	RF
115	236	RF
113	219	RF
115	184	RF
109	207	RF
115	237	RF
109	262	RF
110	259	RF
109	250	RF
113	242	RF
113	227	RF
114	179	RF
114	222	RF
106	205	RF
108	249	RF
106	226	RF
109	203	RF
110	179	RF
111	230	RF
110	249	RF
114	241	RF
106	249	RF
109	220	RF
106	207	RF
107	212	RF
113	219	RF
108	173	RF
114	234	RF
107	228	RF
111	240	RF
112	215	RF
107	251	RF
114	226	RF
110	214	RF
115	231	RF
111	247	RF
111	241	RF
114	190	RF
113	227	RF
107	239	RF
109	140	RF
108	212	RF
114	215	RF
110	228	RF
112	268	RF
115	209	RF
115	223	RF
112	220	RF
111	235	RF
114	223	RF
115	176	RF
106	220	RF
111	239	RF
110	213	RF
116	171	RF
111	183	RF
109	226	RF
114	230	RF
112	238	RF
112	204	RF
110	214	RF
111	216	RF
111	220	RF
112	228	RF
113	198	RF
116	208	RF
112	185	RF
116	219	RF
112	233	RF
117	253	RF
114	196	RF
107	238	RF
111	192	RF
115	206	RF
107	185	RF
107	250	RF
109	224	RF
113	223	RF
111	223	RF
109	196	RF
114	211	RF
112	225	RF
112	251	RF
107	212	RF
109	97	RF
116	240	RF
110	187	RF
115	192	RF
112	311	RF
107	215	RF
109	250	RF
117	191	RF
110	216	RF
111	232	RF
117	211	RF
110	183	RF
109	244	RF
116	220	RF
112	226	RF
113	219	RF
107	224	RF
108	229	RF
108	211	RF
114	208	RF
114	236	RF
117	185	RF
115	228	RF
118	217	RF
114	232	RF
116	213	RF
117	226	RF
116	228	RF
117	216	RF
108	186	RF
115	204	RF
116	238	RF
110	231	RF
116	207	RF
115	221	RF
110	182	RF
110	214	RF
116	211	RF
117	211	RF
111	222	RF
114	238	RF
113	237	RF
111	211	RF
113	220	RF
115	219	RF
116	235	RF
110	197	RF
113	225	RF
108	208	RF
114	223	RF
113	246	RF
117	239	RF
119	220	RF
114	249	RF
118	212	RF
117	229	RF
118	245	RF
116	228	RF
112	225	RF
117	212	RF
110	213	RF
114	219	RF
112	209	RF
112	224	RF
114	219	RF
117	216	RF
117	265	RF
110	230	RF
113	229	RF
113	217	RF
116	233	RF
117	218	RF
115	184	RF
117	216	RF
117	216	RF
116	92	RF
112	214	RF
117	225	RF
115	234	RF
118	212	RF
117	244	RF
113	221	RF
118	209	RF
113	227	RF
118	235	RF
111	206	RF
119	185	RF
113	216	RF
113	205	RF
117	228	RF
114	237	RF
110	195	RF
115	245	RF
116	192	RF
110	204	RF
116	217	RF
119	210	RF
112	188	RF
117	195	RF
117	224	RF
117	222	RF
112	186	RF
119	217	RF
118	221	RF
113	169	RF
114	194	RF
114	193	RF
114	233	RF
111	208	RF
118	225	RF
114	213	RF
111	238	RF
115	217	RF
117	231	RF
114	216	RF
115	223	RF
115	214	RF
113	192	RF
115	218	RF
110	213	RF
115	218	RF
114	214	RF
111	216	RF
114	215	RF
120	206	RF
118	247	RF
111	193	RF
113	208	RF
117	227	RF
117	206	RF
117	191	RF
110	214	RF
119	213	RF
119	223	RF
119	208	RF
114	231	RF
117	220	RF
111	239	RF
114	224	RF
119	186	RF
118	194	RF
115	195	RF
119	215	RF
112	185	RF
120	204	RF
111	235	RF
114	228	RF
113	188	RF
120	198	RF
118	200	RF
117	213	RF
117	183	RF
114	226	RF
114	204	RF
113	206	RF
113	238	RF
113	205	RF
117	226	RF
118	206	RF
119	228	RF
114	194	RF
114	268	RF
121	216	RF
118	212	RF
117	224	RF
114	191	RF
116	221	RF
120	212	RF
119	222	RF
121	225	RF
118	227	RF
120	202	RF
120	211	RF
116	256	RF
120	242	RF
115	223	RF
116	227	RF
116	217	RF
115	175	RF
112	224	RF
115	218	RF
112	176	RF
112	195	RF
114	213	RF
121	219	RF
121	227	RF
117	187	RF
115	222	RF
116	230	RF
119	238	RF
118	221	RF
120	222	RF
116	171	RF
118	237	RF
115	234	RF
122	229	RF
122	261	RF
113	256	RF
121	212	RF
113	213	RF
115	251	RF
116	191	RF
121	200	RF
120	205	RF
119	206	RF
117	200	RF
117	214	RF
115	228	RF
120	223	RF
117	215	RF
115	218	RF
121	211	RF
121	228	RF
119	216	RF
120	224	RF
115	217	RF
119	219	RF
115	218	RF
119	225	RF
117	221	RF
115	236	RF
117	227	RF
114	250	RF
121	216	RF
122	215	RF
116	192	RF
122	235	RF
121	232	RF
115	219	RF
121	201	RF
121	201	RF
113	154	RF
121	233	RF
118	226	RF
115	219	RF
120	254	RF
122	234	RF
118	214	RF
122	222	RF
119	243	RF
114	219	RF
115	194	RF
116	215	RF
113	240	RF
117	218	RF
119	284	RF
114	233	RF
123	213	RF
122	205	RF
114	212	RF
117	209	RF
119	220	RF
114	209	RF
121	188	RF
122	233	RF
119	224	RF
121	196	RF
113	213	RF
121	225	RF
119	216	RF
118	237	RF
118	204	RF
119	230	RF
121	225	RF
117	227	RF
121	224	RF
114	199	RF
120	236	RF
119	231	RF
114	211	RF
118	203	RF
120	198	RF
114	215	RF
122	216	RF
122	212	RF
123	208	RF
122	228	RF
119	213	RF
116	215	RF
123	208	RF
117	216	RF
124	200	RF
118	222	RF
115	231	RF
117	211	RF
122	292	RF
120	210	RF
124	184	RF
114	220	RF
119	236	RF
119	202	RF
114	196	RF
115	204	RF
124	222	RF
121	224	RF
121	209	RF
115	221	RF
115	256	RF
120	248	RF
122	267	RF
122	213	RF
116	184	RF
122	224	RF
121	229	RF
124	211	RF
120	204	RF
116	211	RF
122	227	RF
124	171	RF
114	213	RF
117	252	RF
124	198	RF
120	219	RF
120	307	RF
118	198	RF
114	189	RF
115	220	RF
121	227	RF
119	208	RF
121	242	RF
117	212	RF
125	222	RF
118	182	RF
124	203	RF
118	215	RF
120	184	RF
119	204	RF
119	189	RF
116	208	RF
119	194	RF
117	224	RF
121	209	RF
118	221	RF
122	207	RF
119	207	RF
121	218	RF
121	237	RF
117	213	RF
124	199	RF
122	201	RF
120	203	RF
121	213	RF
119	222	RF
118	278	RF
118	204	RF
121	236	RF
118	206	RF
120	226	RF
121	215	RF
121	212	RF
119	198	RF
117	217	RF
125	218	RF
125	229	RF
126	206	RF
116	194	RF
119	205	RF
120	212	RF
125	228	RF
121	201	RF
121	180	RF
116	183	RF
123	191	RF
122	211	RF
116	232	RF
119	217	RF
121	234	RF
125	236	RF
118	233	RF
125	246	RF
120	224	RF
123	212	RF
117	229	RF
121	220	RF
125	227	RF
121	208	RF
117	221	RF
121	202	RF
116	228	RF
125	208	RF
119	216	RF
120	225	RF
123	210	RF
121	217	RF
124	210	RF
123	215	RF
126	228	RF
126	231	RF
125	220	RF
124	209	RF
126	198	RF
123	255	RF
125	215	RF
120	212	RF
119	174	RF
117	212	RF
124	380	RF
125	209	RF
123	216	RF
118	229	RF
123	243	RF
121	198	RF
118	162	RF
123	219	RF
124	215	RF
126	214	RF
118	189	RF
127	234	RF
124	252	RF
125	211	RF
119	208	RF
119	228	RF
125	189	RF
126	244	RF
125	214	RF
119	206	RF
119	207	RF
119	246	RF
126	211	RF
124	207	RF
119	214	RF
126	207	RF
119	211	RF
122	220	RF
123	213	RF
128	223	RF
124	235	RF
127	211	RF
125	199	RF
125	186	RF
126	230	RF
121	227	RF
119	221	RF
119	212	RF
122	209	RF
119	200	RF
122	207	RF
121	244	RF
127	224	RF
126	211	RF
120	203	RF
123	210	RF
124	219	RF
122	240	RF
124	244	RF
124	207	RF
123	247	RF
121	205	RF
127	245	RF
124	221	RF
120	196	RF
120	170	RF
127	230	RF
120	204	RF
125	211	RF
128	221	RF
124	200	RF
121	243	RF
122	170	RF
125	219	RF
119	218	RF
123	231	RF
126	216	RF
120	205	RF
129	220	RF
121	182	RF
126	301	RF
125	207	RF
126	210	RF
128	218	RF
127	215	RF
126	220	RF
129	219	RF
122	209	RF
124	212	RF
125	194	RF
129	191	RF
122	215	RF
128	230	RF
123	219	RF
125	188	RF
125	221	RF
119	233	RF
126	219	RF
121	311	RF
123	219	RF
120	224	RF
125	224	RF
120	218	RF
128	214	RF
129	178	RF
124	209	RF
126	234	RF
129	224	RF
123	234	RF
124	218	RF
124	211	RF
124	207	RF
122	199	RF
127	231	RF
125	214	RF
128	219	RF
128	221	RF
127	230	RF
125	211	RF
129	231	RF
123	234	RF
128	202	RF
124	224	RF
125	206	RF
126	219	RF
126	226	RF
127	230	RF
127	218	RF
127	217	RF
129	208	RF
120	223	RF
123	205	RF
129	211	RF
122	216	RF
127	178	RF
127	230	RF
127	208	RF
127	222	RF
124	276	RF
126	205	RF
130	246	RF
130	224	RF
131	210	RF
130	136	RF
127	232	RF
128	207	RF
124	220	RF
128	225	RF
121	254	RF
121	241	RF
128	219	RF
125	109	RF
124	216	RF
129	194	RF
126	214	RF
130	214	RF
130	229	RF
131	226	RF
125	215	RF
126	217	RF
125	209	RF
130	171	RF
121	331	RF
129	226	RF
123	227	RF
123	214	RF
129	201	RF
130	213	RF
126	223	RF
127	228	RF
128	218	RF
129	208	RF
122	219	RF
130	234	RF
129	232	RF
131	237	RF
124	123	RF
124	192	RF
132	212	RF
124	229	RF
128	225	RF
128	206	RF
126	201	RF
127	221	RF
123	214	RF
133	213	RF
127	209	RF
130	226	RF
129	242	RF
126	214	RF
125	201	RF
131	192	RF
124	208	RF
132	211	RF
130	232	RF
131	175	RF
132	217	RF
130	234	RF
129	215	RF
130	227	RF
124	213	RF
123	210	RF
129	253	RF
130	259	RF
125	235	RF
129	220	RF
131	220	RF
128	241	RF
130	221	RF
131	201	RF
132	219	RF
128	211	RF
126	210	RF
125	229	RF
128	193	RF
134	220	RF
125	214	RF
129	214	RF
126	225	RF
134	223	RF
127	250	RF
129	208	RF
130	192	RF
133	202	RF
131	239	RF
132	209	RF
126	207	RF
129	209	RF
132	214	RF
134	215	RF
131	207	RF
128	210	RF
134	219	RF
130	222	RF
129	220	RF
126	291	RF
132	228	RF
128	213	RF
125	234	RF
134	210	RF
128	213	RF
133	215	RF
132	212	RF
132	214	RF
134	211	RF
130	218	RF
127	235	RF
128	207	RF
132	241	RF
136	210	RF
129	214	RF
128	250	RF
130	210	RF
127	208	RF
130	203	RF
133	216	RF
131	212	RF
134	211	RF
135	210	RF
130	211	RF
129	212	RF
127	196	RF
130	217	RF
132	159	RF
134	207	RF
136	225	RF
132	202	RF
137	161	RF
131	203	RF
134	206	RF
137	161	RF
137	120	RF
134	118	RF
135	270	RF
136	270	RF
168	186	LF
166	247	LF
169	201	LF
169	218	LF
165	175	LF
164	209	LF
172	185	LF
164	210	LF
169	239	LF
168	183	LF
166	219	LF
168	198	LF
173	218	LF
168	249	LF
166	167	LF
167	186	LF
166	219	LF
166	162	LF
169	189	LF
170	199	LF
168	206	LF
172	207	LF
169	202	LF
168	226	LF
175	217	LF
176	215	LF
168	226	LF
175	210	LF
174	217	LF
168	216	LF
174	223	LF
169	236	LF
168	210	LF
174	203	LF
168	197	LF
172	285	LF
169	228	LF
174	214	LF
168	226	LF
177	206	LF
172	232	LF
176	213	LF
177	222	LF
176	217	LF
171	314	LF
170	217	LF
177	222	LF
176	217	LF
168	220	LF
173	210	LF
175	212	LF
169	218	LF
169	209	LF
176	256	LF
169	235	LF
177	225	LF
173	241	LF
175	217	LF
172	207	LF
177	234	LF
173	214	LF
178	210	LF
172	216	LF
173	172	LF
175	235	LF
170	204	LF
176	232	LF
179	267	LF
178	313	LF
176	225	LF
177	157	LF
179	233	LF
178	216	LF
178	230	LF
179	215	LF
177	216	LF
170	212	LF
177	213	LF
170	230	LF
170	213	LF
173	343	LF
179	214	LF
176	206	LF
171	212	LF
172	208	LF
180	258	LF
179	202	LF
179	222	LF
177	279	LF
171	223	LF
170	225	LF
178	208	LF
177	210	LF
171	226	LF
171	198	LF
178	207	LF
172	292	LF
172	220	LF
171	207	LF
176	214	LF
178	214	LF
173	257	LF
174	219	LF
179	215	LF
177	212	LF
177	292	LF
177	215	LF
173	206	LF
175	212	LF
175	220	LF
178	210	LF
179	202	LF
178	229	LF
174	202	LF
181	207	LF
180	245	LF
176	215	LF
174	216	LF
172	208	LF
174	164	LF
176	217	LF
173	293	LF
179	198	LF
178	219	LF
175	219	LF
173	220	LF
175	208	LF
177	198	LF
176	232	LF
181	235	LF
176	212	LF
180	221	LF
180	233	LF
175	221	LF
178	202	LF
178	215	LF
172	222	LF
173	243	LF
181	242	LF
179	219	LF
181	174	LF
179	209	LF
181	204	LF
178	221	LF
178	178	LF
177	254	LF
176	245	LF
175	227	LF
181	214	LF
180	216	LF
174	183	LF
177	204	LF
180	207	LF
176	194	LF
174	229	LF
181	212	LF
183	205	LF
176	241	LF
182	220	LF
179	218	LF
176	217	LF
174	239	LF
178	212	LF
179	219	LF
182	175	LF
177	231	LF
179	236	LF
180	237	LF
174	284	LF
180	214	LF
180	218	LF
177	225	LF
176	223	LF
174	205	LF
180	221	LF
181	212	LF
173	196	LF
181	222	LF
177	222	LF
180	219	LF
183	190	LF
182	210	LF
180	228	LF
179	257	LF
179	208	LF
180	208	LF
178	225	LF
175	201	LF
182	289	LF
175	209	LF
181	245	LF
180	200	LF
178	231	LF
178	210	LF
175	232	LF
180	225	LF
183	214	LF
184	204	LF
174	211	LF
179	219	LF
176	217	LF
179	215	LF
184	224	LF
174	213	LF
181	229	LF
180	250	LF
183	180	LF
174	205	LF
180	212	LF
179	232	LF
180	215	LF
184	212	LF
183	194	LF
181	221	LF
179	222	LF
178	173	LF
182	212	LF
177	236	LF
183	221	LF
177	233	LF
183	220	LF
185	170	LF
179	175	LF
179	216	LF
180	216	LF
180	221	LF
182	234	LF
181	196	LF
178	199	LF
178	245	LF
184	214	LF
184	218	LF
184	219	LF
179	231	LF
185	190	LF
183	213	LF
184	211	LF
183	221	LF
177	212	LF
176	231	LF
185	209	LF
177	230	LF
182	242	LF
183	227	LF
184	201	LF
178	203	LF
178	223	LF
184	219	LF
178	210	LF
175	248	LF
184	195	LF
177	225	LF
180	223	LF
175	186	LF
185	219	LF
181	218	LF
182	253	LF
176	217	LF
176	252	LF
180	209	LF
180	124	LF
184	217	LF
181	225	LF
186	201	LF
182	204	LF
184	173	LF
177	215	LF
176	209	LF
177	229	LF
185	277	LF
176	205	LF
183	228	LF
178	238	LF
184	223	LF
184	210	LF
185	180	LF
177	218	LF
183	217	LF
179	221	LF
184	235	LF
177	194	LF
181	224	LF
178	239	LF
185	206	LF
185	251	LF
180	223	LF
177	219	LF
184	211	LF
182	211	LF
176	211	LF
184	269	LF
186	205	LF
178	213	LF
186	238	LF
178	212	LF
184	222	LF
183	217	LF
180	208	LF
177	222	LF
181	213	LF
184	235	LF
181	205	LF
180	223	LF
178	218	LF
185	215	LF
179	205	LF
179	304	LF
179	231	LF
181	212	LF
179	214	LF
184	184	LF
183	188	LF
181	215	LF
182	211	LF
186	229	LF
182	221	LF
177	214	LF
180	211	LF
182	210	LF
186	223	LF
180	177	LF
178	224	LF
181	240	LF
179	241	LF
181	218	LF
177	196	LF
181	193	LF
181	203	LF
183	233	LF
186	231	LF
185	223	LF
178	254	LF
183	221	LF
185	216	LF
183	218	LF
186	221	LF
177	169	LF
185	227	LF
181	176	LF
184	222	LF
183	197	LF
182	226	LF
182	215	LF
188	190	LF
186	208	LF
188	228	LF
185	213	LF
188	216	LF
184	218	LF
180	238	LF
184	226	LF
182	223	LF
187	220	LF
184	223	LF
185	222	LF
184	164	LF
186	219	LF
181	234	LF
187	212	LF
183	236	LF
183	240	LF
179	218	LF
186	217	LF
178	327	LF
185	218	LF
180	242	LF
182	223	LF
183	210	LF
185	223	LF
180	211	LF
179	230	LF
187	211	LF
186	216	LF
185	218	LF
185	213	LF
185	214	LF
186	217	LF
184	202	LF
180	212	LF
178	233	LF
182	235	LF
179	237	LF
178	218	LF
179	187	LF
182	230	LF
185	216	LF
185	250	LF
185	193	LF
186	194	LF
182	223	LF
180	233	LF
189	216	LF
180	225	LF
183	185	LF
184	220	LF
187	199	LF
186	155	LF
184	183	LF
181	213	LF
179	215	LF
189	197	LF
187	221	LF
186	221	LF
182	215	LF
187	224	LF
182	208	LF
182	244	LF
184	204	LF
183	210	LF
187	218	LF
182	227	LF
180	212	LF
180	191	LF
182	216	LF
184	197	LF
185	223	LF
181	265	LF
183	217	LF
189	208	LF
179	214	LF
189	228	LF
187	222	LF
180	230	LF
187	223	LF
189	207	LF
179	187	LF
182	216	LF
182	206	LF
185	201	LF
185	218	LF
181	231	LF
181	245	LF
180	245	LF
182	222	LF
188	186	LF
188	230	LF
187	232	LF
189	226	LF
183	217	LF
186	223	LF
181	207	LF
185	228	LF
181	222	LF
182	206	LF
190	216	LF
182	210	LF
187	228	LF
189	191	LF
188	241	LF
183	218	LF
189	240	LF
190	232	LF
186	233	LF
189	236	LF
184	222	LF
186	224	LF
185	217	LF
189	235	LF
185	165	LF
183	184	LF
186	199	LF
189	209	LF
182	196	LF
187	211	LF
186	228	LF
189	243	LF
183	221	LF
191	231	LF
184	223	LF
190	241	LF
191	191	LF
186	193	LF
183	214	LF
183	213	LF
183	187	LF
181	195	LF
184	206	LF
191	191	LF
185	228	LF
184	221	LF
188	216	LF
187	214	LF
183	281	LF
188	234	LF
182	197	LF
188	242	LF
183	226	LF
181	231	LF
184	232	LF
186	219	LF
185	184	LF
187	193	LF
190	186	LF
188	209	LF
184	254	LF
185	238	LF
188	213	LF
183	198	LF
190	242	LF
184	213	LF
185	206	LF
186	224	LF
190	234	LF
186	211	LF
190	192	LF
189	215	LF
